,Unnamed: 0,instance_id,annotator_id,text,politeness,gender,race,age,occupation,education,split,scaled_rating
10,19,2389,0,I wanted to let you know that I really missed you and the humorous remarks you often make. I am truly happy that you have returned.,3.0,Woman,White,25-29,Employed,College degree,train,-0.24428339565658402
11,20,1352,0,"Hello,



We are writing to confirm that we have received an executed financial master agreement relating to the following: 



Type of Contract: ISDA Master Agreement (Multicurrency-Cross Border)

Effective Date: May 17, 2001

Enron Entity: Enron North America Corp.

Counterparty: FirstEnergy Services Corp.

Transactions Covered: Approved for all products with the exception of:

Foreign Exchange

Confirming Entity: Enron North America Corp.

Governing Law: New York



Copies will be distributed.



Thank you,

Stephanie Panus",3.0,Woman,White,25-29,Employed,College degree,train,-0.24428339565658402
12,21,1295,0,"I'm sorry I'm late to respond, but here's what I've got:

1. AAA has proven themselves worthy in the past. I'm not sure how good ASP is.

2. A neutral forum would be more favorable to us. I don't want to run the risk of losing out because we're fighting this case somewhere that we aren't liked.

3. We don't usually pay the attorney fees on losing cases.",4.0,Woman,White,25-29,Employed,College degree,train,0.5510032390329863
13,24,2801,0,I received your memo-sound like all we need is a high speed internet connection and that is it.,2.0,Woman,White,25-29,Employed,College degree,train,-1.0395700303461544
14,25,2465,0,"Justin:
The mention of Statoil made me think of Norway.  Alliance doesn't sound like 
a Norwegian entity so it's probably not an issue here, but do you think we 
should discourage large volume and long term multiple trades with Norwegian 
entities given our continuing uncertainty over netting there?
Mark
Justin Boyd
04/08/99 09:27 AM",4.0,Woman,White,25-29,Employed,College degree,train,0.5510032390329863
15,28,2623,0,I love it when you call me honey pie - seeyoutonight,2.0,Woman,White,25-29,Employed,College degree,train,-1.0395700303461544
16,31,894,0,"Hi Rick, just wanted to let you know that there's been a slight change in my schedule. I'll be in the office until Wednesday, so let me know if that works for you. If not, we can plan to continue our discussions next week. Have a great holiday, and I look forward to hearing from you soon. Best regards, Clark.",5.0,Woman,White,25-29,Employed,College degree,train,1.3462898737225568
17,32,302,0,"Jeff,
Yes, Rick received your tuition reimbursement form, signed it, and I forwarded it for payment.  I'm not sure how long it takes for payment, so let me know if I need to research the whereabouts of your reimbursement.
Have a great holiday!!!",5.0,Woman,White,25-29,Employed,College degree,train,1.3462898737225568
18,33,2502,0,Just need your OK. I will send it for signature when you're done.  Sager,4.0,Woman,White,25-29,Employed,College degree,train,0.5510032390329863
19,34,1154,0,Evidently we do have to pay for the account. I was worried how much it would cost.,3.0,Woman,White,25-29,Employed,College degree,train,-0.24428339565658402
20,35,1449,0,"John

Your interpretation is correct based on my understanding. You may want to

call Dennis to just check in. Dennis did say that he would include Enron in

any bid packages prepared.

Thank you for your attention to this matter.",5.0,Woman,White,25-29,Employed,College degree,train,1.3462898737225568
21,36,1952,0,"right, but he's in the gossip circle pretty deep",2.0,Woman,White,25-29,Employed,College degree,train,-1.0395700303461544
22,37,1270,0,This one very expensive. Are we sure there's no other cheaper price than this?,2.0,Woman,White,25-29,Employed,College degree,train,-1.0395700303461544
23,38,3399,0,I don't feel that you're being very nice. I'd like to get along today.,3.0,Woman,White,25-29,Employed,College degree,train,-0.24428339565658402
24,39,2263,0,"I haven't checked my home voicemail, since I am still in DC. Would you be able to do a phone call now instead?

Jim",4.0,Woman,White,25-29,Employed,College degree,train,0.5510032390329863
25,40,1722,0,"Chad, do you even know what is coming out of your mouth?  When did you become 
such a football expert?  I recall Blanchard and the boys having to teach you 
about the game.",2.0,Woman,White,25-29,Employed,College degree,train,-1.0395700303461544
26,41,1060,0,"Louis, I, for now, have requested wholesale basis positions(price equivalent) be keep out of the price report. Further I have requested a seperate basis report that will show similiar information contained in the price report. I would like to look at basis correlations before including them in fixed price.",3.0,Woman,White,25-29,Employed,College degree,train,-0.24428339565658402
27,42,2292,0,"It is probanly too late to respond-- but her goes:
1. We like AAA. I don't know how good ASP is.
2. I' d like a more neutral forum. The question to ask yourself--are we going 
to get ""hometowned""
3. We do't usually provide for ""loser pays"" on attorneys fees",1.0,Woman,White,25-29,Employed,College degree,train,-1.8348566650357248
28,43,2094,0,do i have to buy you a donkey for your commute from pakistan,1.0,Woman,White,25-29,Employed,College degree,train,-1.8348566650357248
29,44,1778,0,"Good Morning, Janine,

I have still not heard from Kerry. Translink is moving forward. Are you able to put this on the agenda for today?

All the best,

Jim",5.0,Woman,White,25-29,Employed,College degree,train,1.3462898737225568
30,47,572,0,"Sara,
Sorry, I wasn't trying to be unreasonable - where I put down dates in the 
past it was because I thought they had been done.
We have found a way of paying intermediate margin, so the only deadline now 
is the end of the month. Can you advise what is reasonably doable by when.
Yes, London will prepare confirmations for ECI.
We will therefore need a services agreement between ECI and Enron Credit Ltd.
This is at the bottom of the list.
Sheila, 
Did the idea of getting a guarantee from Bear ever lead to anything?
Thanks,
Richard",5.0,Woman,White,25-29,Employed,College degree,train,1.3462898737225568
31,48,1990,0,"Your just a little jokester today - What do you mean ""try and fit me in your 
schedule""     I will be there - and you will make the time for me -Because 
you have NO OTHER CLIENTS!!!!
thanks for the laughs
i love you",1.0,Woman,White,25-29,Employed,College degree,train,-1.8348566650357248
32,49,570,0,"Hello,

Please let me know if there are any revisions being made to the group Calendar.

Thanks so much!

TM",5.0,Woman,White,25-29,Employed,College degree,train,1.3462898737225568
33,50,3600,1,"Congrats on keeping your turf. I hope this question doesn't offend you, but would you trade it for an $80 ENE price? Thanks.

Paul",5.0,Man,White,40-44,Other,High school diploma or equivalent,train,1.3462898737225568
34,53,763,1,Libby Rutherford would appreciate a short explanation from you regarding the cross-default threshold. She wants to understand which financials we were reviewing. Our latest draft provides all parties with $100 million. Libby's e-mail address is: rutherford@pg.com,3.0,Man,White,40-44,Other,High school diploma or equivalent,train,-0.24428339565658402
35,55,3493,1,"What is going on with your changing currency?  Have you sold your place yet?
How is the gas market?
>",3.0,Man,White,40-44,Other,High school diploma or equivalent,train,-0.24428339565658402
36,57,957,1,"Opps.  We do have to pay for the account.  I was afraid we were going to send 
the big hunk of dough!",3.0,Man,White,40-44,Other,High school diploma or equivalent,train,-0.24428339565658402
37,59,1507,1,"If you come into work on Mondays feeling hungover, it may raise concerns among the management team at EBS. It's important to make sure we're all able to perform our best during work hours. Taking care of ourselves and being mindful of our professional responsibilities is key. Let's strive to be at our best in the workplace.",5.0,Man,White,40-44,Other,High school diploma or equivalent,train,1.3462898737225568
38,60,1915,1,They will be worried about you if you come to work hungover ,3.0,Man,White,40-44,Other,High school diploma or equivalent,train,-0.24428339565658402
39,62,411,1,"Did I send you this already?  I hope not because I know how much you hate
getting junk on the internet.
Your darling sister who was never the future miss america,
Deb
>",3.0,Man,White,40-44,Other,High school diploma or equivalent,train,-0.24428339565658402
40,65,1572,1,You are Jack Frost the Amazing.  I am glad I get to work with you.,5.0,Man,White,40-44,Other,High school diploma or equivalent,train,1.3462898737225568
41,66,2412,1,I feel the need to express that you are really just wasting your money by competing with me on a nice course.  What you really need to improve is lessons.,2.0,Man,White,40-44,Other,High school diploma or equivalent,train,-1.0395700303461544
42,68,502,1,I'm in an awful conference call. Can I fax for your review?,3.0,Man,White,40-44,Other,High school diploma or equivalent,train,-0.24428339565658402
43,71,1896,1,"Below is a list I hope you find useful of our staff, their hiring manager, and the position they currently hold:



Hiring Manager Employee Title

Judy Barnes Kelly Lombardi Specialist

George Smith Jessica White Specialist

Jeff Sorenson Celeste Cisneros Specialist

Kathy Kelly Angel Fuller Senior Specialist

Dutch Quigley Sherry Dawson Specialist

Lisa Peterson Darla Saucier Specialist

Avril Forster Lisa Woods Sr Clerk",5.0,Man,White,40-44,Other,High school diploma or equivalent,train,1.3462898737225568
44,72,3176,1,"Hello all,



To prepare for our weekly origination meeting, please review the attached email.  I will enlist Iris's help to walk us through the closed transactions YTD and specific structures.



Please brainstorm and bring ideas to the meeting.



See you all there,

Laura",4.0,Man,White,40-44,Other,High school diploma or equivalent,train,0.5510032390329863
45,75,1268,1,I got in trouble the last time I told someone what I did.,3.0,Man,White,40-44,Other,High school diploma or equivalent,train,-0.24428339565658402
46,77,1562,1,Please disregard wearing the English jersey. You should wear red. ,2.0,Man,White,40-44,Other,High school diploma or equivalent,train,-1.0395700303461544
47,79,1117,1,"Updated to include comments received as of Friday, 10/19.  According to FERC's website, these parties have filed comments, but I don't have them yet:
Pacific Gas & Electric
CPUC
Dynegy
Williams Energy Marketing & Trading
SoCal Edison
Aquila
El Paso Natural Gas
Southern California Generation Coalition
Will summarize as soon as I get copies.",3.0,Man,White,40-44,Other,High school diploma or equivalent,train,-0.24428339565658402
48,81,2581,1,"Hello,



I hope this message finds you well. I am looking forward to playing basketball tonight and improving my skills. Would it be possible to have the ball passed to me more often?



I am hoping for a successful game, but I would prefer not to play against a team that frequently dunks.



Thank you, and have a great day.



Best regards,



",4.0,Man,White,40-44,Other,High school diploma or equivalent,train,0.5510032390329863
49,82,3147,1,As long as you're happy with the deal so am I. ,3.0,Man,White,40-44,Other,High school diploma or equivalent,train,-0.24428339565658402
50,87,1937,1,Please disregard my last message.  I misread the email you sent earlier and didn't realize you had already responded to my question.,4.0,Man,White,40-44,Other,High school diploma or equivalent,train,0.5510032390329863
51,89,1037,1,"Dear Sir,



I hope this email finds you well. It's great to hear from you. However, I must apologize for my previous message's language and tone. Looking back, I realize that it was impolite and unprofessional, and I regret any offense that I may have caused.

I am currently experiencing some physical and mental challenges that have affected my ability to invest adequately. I have been considering alternative options for securing my finances, such as burying my money in a secure location. Additionally, I have been contemplating purchasing a new car or a property, but my low utility bill of only $20.00 has given me pause.



I appreciate your understanding and patience as I navigate these difficulties. Unfortunately, I must end this email abruptly as someone is waiting for me. I look forward to chatting with you later.



Warm regards,

",5.0,Man,White,40-44,Other,High school diploma or equivalent,train,1.3462898737225568
52,92,2101,1,Why don't you tell me what the real truth is.,3.0,Man,White,40-44,Other,High school diploma or equivalent,train,-0.24428339565658402
53,93,1893,1," Thank you for your input on my emails. If you are willing to discuss this further, I should be home all night, but please do call first in case I'm outside working in the garden. ",5.0,Man,White,40-44,Other,High school diploma or equivalent,train,1.3462898737225568
54,94,1050,1,Did you tell her that she was regressing back to a sober beeauch,1.0,Man,White,40-44,Other,High school diploma or equivalent,train,-1.8348566650357248
55,96,2940,1,"Dear John,

On the first note: thank you very much!

On the second, I would like each senior member on each team to figure out how to divvy up the tasks based upon their team's relative skills. We can all figure it out. Right now we are a little heavily staffed for what we are doing and I think this might help. Your cooperation is greatly appreciated.



Thanks,

AZ",4.0,Man,White,40-44,Other,High school diploma or equivalent,train,0.5510032390329863
56,97,3126,1,"i met her at kenneally's on sat.  she was cute.  i am supposed to take her 
out on fri.",3.0,Man,White,40-44,Other,High school diploma or equivalent,train,-0.24428339565658402
57,98,3302,1,"Hi Paul,
Any luck with the draft of the ABB facility agreement form?  Looks like we 
might have some business.
I have forwarded your draft of the turbine document to GE, but have not had 
any comments.  I would like to set up a conference call with GE to discuss 
it.  How is your schedule tomorrow or Monday?
Thanks,
Kay",4.0,Man,White,40-44,Other,High school diploma or equivalent,train,0.5510032390329863
58,99,2962,1,"My heart skipped a beat when I read ""Today is my last day..."".  I thought you were leaving Enron.  Thank goodness you are only moving to a different group.  Congratulations and look forward to working with you in your new job!
Marie",4.0,Man,White,40-44,Other,High school diploma or equivalent,train,0.5510032390329863
59,150,3303,3,"Hello,

I am writing to get clarification on why this meeting keeps getting canceled. I feel out of the loop and would appreciate open communication on this matter.

Thank you,

Stacey ",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
60,152,479,3,"damn I knew, those freakin floor techs they know nothing (j/k, I like Pablo, I used to work with him at PG&E)",1.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,-1.8348566650357248
61,154,2296,3,"Al,
What about a lunch or breakfast on Monday or Tuesday next week?
I am traveling later this week.
Vnce",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
62,155,2529,3,"Congrats,



You're a real stud even though you are a hot babe.

Use this note to support your harassment suit.



JK love you!



Laird",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
63,156,953,3,"Hello, you are getting this email because you have signed up to receive all our special offers and announcements from NYTimes.com. I hope your day is going the best it can be and your week to be great as well. Here is the special announcement from NEW YORK UNIVERSITY.",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
64,159,3132,3,"Hello, I have scheduled a meeting to discuss Triple Lutz on the 10th and sent an invitation to your calendar. Please let me know if that is convenient for you or if you prefer a different time that would be available in both of our calendars. Thanks very much! I hope you are having a good day! Dave",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
65,160,723,3,"this is the underlying deal. it needs work and i am not sure we would do it. also, no straight through processing would be allowed for our deals.",1.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,-1.8348566650357248
66,162,2289,3,"Hey,
Put on your web site that I will take all OU/UT action at even money, for all you OU bitches.  So BRING IT!!!!!
Paul ""This year I will win"" Lucci",1.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,-1.8348566650357248
67,166,1739,3,I saw this and thought of you.  Hopefully it gives you a good laugh. ,5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
68,168,1241,3,"Hello, 

Sac Bee Editorial is going to be a great place to check for support. The article in particular about rails on windfall tax would be a great place to start. Let me know if you need any help.

Best,

Jeff.",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
69,172,534,3,"Motocross sounds like fun. I think that I am going to go home and go to sleep. I'm absolutely exhausted. I went to the Dynegy bar last night and I think I may have drank too much. The only problem is I'll probably end up getting lonely due to my roommate being gone for the weekend. Hopefully there's something decent to watch on television. I wish I was able to attend motocross.

Mat",3.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,-0.24428339565658402
70,173,2088,3,"Dear [Name],



I hope this email finds you well. I wanted to check in with you about the email regarding the transition of site profile accountability back to EES that you kindly volunteered to write. If you recall, we agreed on a 2-3 month transition with some sort of drop dead accountability for all P&L risks associated with the site profile/DSM positions.



John and I were wondering if you had the chance to send the email as we did not receive it. If you could kindly let us know, that would be greatly appreciated.



Thank you so much for your help and please don't hesitate to reach out if you have any questions or concerns.



Best regards,



[Your name]",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
71,174,2717,3,"Yes, unfortunately our offense wasn't very good and OSU played really well. Our defense is strong but we didn't really deserve to be in the championship.  Good luck playing against Colorado.  I wonder which team will show up?",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
72,175,1016,3,Are you going to play?  It's a shame to just see you on the sidelines.,4.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,0.5510032390329863
73,179,31,3,"Do you know if we are in this conference call?

 If so, any idea how long will it be?",4.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,0.5510032390329863
74,181,3287,3,u aware of Whalley meeting this pm re: settling SCE claims? jeff,3.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,-0.24428339565658402
75,182,2520,3,I don't understand why the schedule show no variance for Gas Logistics.  My workpapers indicate that we should be down by $300K or so,4.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,0.5510032390329863
76,183,3377,3,"It's unfortunate that you've somehow misunderstood my feelings and intentions toward you. 

I think of you in a purely professional sense, and would appreciate it if you'd keep that in mind when we interact and correspond in the future. ",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
77,184,958,3,"I have spoken to Chris and he was very interested in the projects. Here is his resume, he only has a school year left but if you're interested I can invite him over to talk",4.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,0.5510032390329863
78,187,1801,3,"hopefully not at work,,, we don't have those water basins on the back of our toilets.... so,,, he would just be taking a shit on the handle(kind of messy)!!!!!!
KID",3.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,-0.24428339565658402
79,188,3198,3,"Kim,



You agreed to come out and have a drink or two. Based on the past it seems as though it may end up being more than that. since you have a new job we will make sure that it is an early night. I will see you soon!",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
80,189,1106,3,"I can imagine the mood in Houston. Keep going forward and call if you want to chat. 



GOOD LUCK!



DAB",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
81,190,805,3,"Hi there,



We're meeting up tomorrow night at the Carrabbas on I-10. I'm already hungry just thinking about it!





(Note for whoever wrote this: I laughed obnoxiously loud over ""big-ass juicy pork chunk"" so thank you)",3.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,-0.24428339565658402
82,192,1222,3,"What did mary write?  Stage misses you?  I sent 2 emails.
Maybe mary is stalking gary",1.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,-1.8348566650357248
83,193,2811,3,Could you let me know how much vacation I have left before I fill out my timesheet for the second half of August? Thank you!,4.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,0.5510032390329863
84,194,1703,3,"please let me know any changes to the group calendar.

TM",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
85,196,549,3,"Hello Jon,

i didn't get around to calling you this weekend, but am hoping to touch base this week. Is it ok to give a call in the evenings? i'm beginning to think about this as a long term project and look forward to hearing your thoughts.

coop",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
86,198,399,3,"

     Hi! How are you doing? I don't know about that because I can be a little naughty at times. Hee hee!!",3.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,-0.24428339565658402
87,199,3532,3,"The call below is confirmed for 3pm CST; 6pm SP/Rio.  
We understand Derrick is not available.",5.0,Woman,Black or African American,40-44,Employed,High school diploma or equivalent,train,1.3462898737225568
88,250,2689,5,i just did that and she is not in there.  she does not look like a man.  she is a hottie.,1.0,Woman,White,30-34,Homemaker,College degree,train,-1.8348566650357248
89,252,678,5,"Here's the recipe you asked for! Let me know how it turns out for you.



1 can of Ro-tel

1 lb of ground beef (season, brown and drain before adding to crock pot)

1 large block of Velveeta Cheese

Milk (depends how thick you want it)

Slow cook in crock pot",5.0,Woman,White,30-34,Homemaker,College degree,train,1.3462898737225568
90,254,915,5,I'm sorry to say that we have been delayed on the runway for another half hour. I have heard that Tim has some major problems.,4.0,Woman,White,30-34,Homemaker,College degree,train,0.5510032390329863
91,255,2937,5,"Also,  I will be in the orientation until lunch, and Tom will be out with a sick kid.
Casey",5.0,Woman,White,30-34,Homemaker,College degree,train,1.3462898737225568
92,256,3015,5,"I will be in the office all week.  Let me know when you guys would like to 
stop by
hunter",3.0,Woman,White,30-34,Homemaker,College degree,train,-0.24428339565658402
93,257,1867,5,"I'm at my new desk on the 4th floor.  I'm here, my computer is here, but it looks like my phone has not been activated.  So I don't know when I'll be able to call and aggravate you.  Email aggravations just aren't the same.
Please try to think of some of our old conversations, especially those where you would look up and to the left uttering ""oh my GOD!"".",4.0,Woman,White,30-34,Homemaker,College degree,train,0.5510032390329863
94,258,3530,5,Just saw your name - I am on a conf call - how are you?,2.0,Woman,White,30-34,Homemaker,College degree,train,-1.0395700303461544
95,260,2331,5,"Hi, 



I'm excited to hear you are taking this seriously! I think we will succeed!



XXX",4.0,Woman,White,30-34,Homemaker,College degree,train,0.5510032390329863
96,261,2558,5,"Hello, Please find attached the results of our soft targets for Q1. I'll be looking forward to your feedback after your review. Thank you!",5.0,Woman,White,30-34,Homemaker,College degree,train,1.3462898737225568
97,262,1975,5,"Thanks Kathy...
Would you mind letting me know when I have access to the curve validation file in the O:// drive, or if there's anything I need to do to secure those rights.  Currently we are actually trying to track down who has the broker quotes.  Chance Rabon has said he will do some research and I've contacted some of the traders from the West Desk who were in charge of collecting that information.
Susan",4.0,Woman,White,30-34,Homemaker,College degree,train,0.5510032390329863
98,263,2055,5,"FRIENDLY REMINDER - DON'T FORGET TO BRING YOUR DESSERT GOODIES ON THE DAY YOU SIGNED UP FOR!!

THANK YOU!

RENEE

X-34866!",2.0,Woman,White,30-34,Homemaker,College degree,train,-1.0395700303461544
99,265,1121,5,"Hey there.
 Got your message.  I'll get you the numbers by tomorrow afternoon, maybe today.
Thanks",4.0,Woman,White,30-34,Homemaker,College degree,train,0.5510032390329863
100,271,2731,5,"Good afternoon Shelley,

I was wanting to figure out if you had any spare time so we could get together and talk about my professional development and if there are any possible opportunities that I would be eligible for?

Let me know when would be convenient for you!

Thank you so much!",5.0,Woman,White,30-34,Homemaker,College degree,train,1.3462898737225568
101,276,2799,5,"Hello Drew,



If TW is unable to sell the Mavrix capacity in 60 days, do you know if he will take the financial risk and not hold Mavrix responsible for the difference? If he does, I think it will be alright as we can resell the capacity in a different package of time. Let me know what you think.



KW",5.0,Woman,White,30-34,Homemaker,College degree,train,1.3462898737225568
102,278,3135,5,"Folks,
We are getting very close on an agreement with Intergen.  In the interest of having as many eyes on this as possible, can all of you please review this and we will meet next week to review any remaining concerns.
Thanks,
Tom",5.0,Woman,White,30-34,Homemaker,College degree,train,1.3462898737225568
103,279,1603,5,"You definitely took the words right out of my mouth. Great minds think alike?



Have a nice day.",5.0,Woman,White,30-34,Homemaker,College degree,train,1.3462898737225568
104,281,2807,5,"Hello,

I ordered a computer and printer through the Enron Click at Home program. I received a confirmation, but it seems as if it's only for the computer and not the printer. My order number is 507208940. I would really appreciate it if I could have someone check on the status of my order. Thanks!",5.0,Woman,White,30-34,Homemaker,College degree,train,1.3462898737225568
105,284,2202,5,"Just a reminder that I will be out of the office on Wednesday 11/21/01.  If you need assistance, Becky can help you and she can reach me if needed.
Ina",5.0,Woman,White,30-34,Homemaker,College degree,train,1.3462898737225568
106,285,2365,5,"Hey woman, how much vacation do I have left BEFORE i fill out a timesheet for 
the 2nd part of August?",1.0,Woman,White,30-34,Homemaker,College degree,train,-1.8348566650357248
107,286,3544,5,"Hi J,   You can always make me laugh by your expressions in these emails.  Best, K",3.0,Woman,White,30-34,Homemaker,College degree,train,-0.24428339565658402
108,287,2951,5,"which age comment?  the one when i said that you were too old to be my 
girlfriend after i get married?",1.0,Woman,White,30-34,Homemaker,College degree,train,-1.8348566650357248
109,288,3265,5,Don't tell me - did you tell his nibs - it's his issue,1.0,Woman,White,30-34,Homemaker,College degree,train,-1.8348566650357248
110,289,60,5,Are you mistaken? Are you thinking that I assume I like you something?,1.0,Woman,White,30-34,Homemaker,College degree,train,-1.8348566650357248
111,290,2750,5,"Travis:



I'm sorry, but I was on vacation on 11/17 when you sent your email.  It may be too late to respond now, but if you still need me, let me know.



Sara",4.0,Woman,White,30-34,Homemaker,College degree,train,0.5510032390329863
112,291,3463,5,"Camille, you're not waiting on anything from me to resolve the ""Bakersfield 
Californian Issue"", are you?",5.0,Woman,White,30-34,Homemaker,College degree,train,1.3462898737225568
113,292,2010,5,I missed you and your wiseass comments.  Glad you're back.,1.0,Woman,White,30-34,Homemaker,College degree,train,-1.8348566650357248
114,294,2804,5,"I never get good jokes which is why I haven't been sharing any. I am having a bad week. I am feeling sick and tired, unfortunately. I can't wait for the weekend. I am going to sleep and golf. 

May I ask where are you going on vacation? There are many weekends left in the summer and that is not good. 

Out of the weekends that are left, I have two weddings and one stag to Houston, and a trip to Toronto. Maybe I am never going to play any golf. I hope so.",1.0,Woman,White,30-34,Homemaker,College degree,train,-1.8348566650357248
115,295,2400,5,"Oops, I can't read you already said that.",2.0,Woman,White,30-34,Homemaker,College degree,train,-1.0395700303461544
116,298,3143,5,You use your tongue better than a two dollar whore.,1.0,Woman,White,30-34,Homemaker,College degree,train,-1.8348566650357248
117,299,3474,5,The last four digits aren't really as important as the area code. That's all that really matters.,3.0,Woman,White,30-34,Homemaker,College degree,train,-0.24428339565658402
118,302,3314,6,I love it here.  There is lots to do and I am learning all sorts of stuff.  I really don't miss Reliant at all.  Are you having fun at the Kentucky Derby?  Is this a company sponsored thing?,5.0,Woman,Black or African American,18-24,Employed,College degree,train,1.3462898737225568
119,304,2885,6,"Here's a set of any master agreements I need ASAP.

I didn't mention it in the earlier ones, but for all of these, if any of the agreements have been amended, I will need any amendments, as well as any guarantees. Much thanks!",4.0,Woman,Black or African American,18-24,Employed,College degree,train,0.5510032390329863
120,305,3078,6,"I'm at my new desk on the 4th floor. my computer is here, but it looks like my phone has not been activated. So, I don't know when I'll be able to call you. Until my phone is activated my correspondence can only be email",3.0,Woman,Black or African American,18-24,Employed,College degree,train,-0.24428339565658402
121,307,2958,6,"Tana:
The following CPs are not authorized to trade US power since they are 
restricted by credit:
River Trading Company, LLC
Gerald Metals Inc.
Leslie",3.0,Woman,Black or African American,18-24,Employed,College degree,train,-0.24428339565658402
122,308,1945,6,"Are you even working today or is this another one of those hokey trading
holidays??",1.0,Woman,Black or African American,18-24,Employed,College degree,train,-1.8348566650357248
123,310,1090,6,He said he should be careful with the stuff ,3.0,Woman,Black or African American,18-24,Employed,College degree,train,-0.24428339565658402
124,312,3390,6,Are you set up on MSN Messenger or AOL Instant Messenger?,3.0,Woman,Black or African American,18-24,Employed,College degree,train,-0.24428339565658402
125,313,3232,6,"Drew,



Let me know if TW can sell all of the Mavrix capacity within 60 days. If not, is he willing to take the financial risk, absolving Mavrix of responsibility for the difference? 



This might be a desirable outcome, as we may wish to re-sell the capacity in different packages of time. 



Let me know your thoughts.



Best,



KW",5.0,Woman,Black or African American,18-24,Employed,College degree,train,1.3462898737225568
126,314,738,6,"Ask your boss to get you one of these. You're not a part of my cost center!
H
Heather Kroll",3.0,Woman,Black or African American,18-24,Employed,College degree,train,-0.24428339565658402
